User Name ,Date,Rating,Content
yannick roy fontaine,2023/05/16,4,"Very nice roguelite game. The game rewards the player for building his character intelligently, meaning you must purchase weapons and items according to your character's weaknesses and strengths to succeed. The game is hard but fair. There are a lot of roles that play very differently. I would love to see different game modes in the future."
Soeren Ohlenbusch,2023/07/10,5,"Absolutely love the Steam version, had to get the mobile one as well and wasn't disappointed! It's a blast!"
Daniel Firby,2023/05/23,5,"Brilliant and so addicted. Worth the money, I'd even pay more. But 100% a difficult game to wrap your head around. So many different builds, guns, weapons, characters, enemies and achievements to see and unlock. Reminds me of binding of Isaac or enter the gungueon. Fantastic game and I can't wait for future updates to see what else the developers add."
Froggy6112,2023/07/24,5,Hope to see more content being added to the game. Love it. Suggest more ethereal weapons. Love using those in endless. Great game devs!
Ryan Nygard,2023/07/11,5,"This game feels perfect for mobile gaming, it's like the binding of Isaac but made for mobile. It's great, definitely worth the money"
Matt Bates,2023/07/19,4,"Great game, but has crash and screen orientation bugs, and lags behind steam version."
Nils Stjernstrid,2023/08/17,5,"Very well balanced, fun (and pretty hard) game. Replayability lies in the fact ta ä that it is hard but it's fun even when you do not win"
Cody Newman (That one guy you knew),2023/08/08,5,awesome rogue-like with an even better weapon system and played a bunch of brotato before buying premium. (very)generally a good game that can take your unused time
davisson lam,2023/07/01,3,"It says update available on 9 Jun 2023 but I'm still not able to get the update, play store shows no update, uninstalling and reinstalling doesn't help."
Grayson Carlyle,2023/05/10,1,"Fun game (on PC*), BUT it pains to see some of the accessability features from the original, non-mobile-version, missing. Such as the slider for enemy health and damage to make the game accessable for some people, while having a way less precise control than on keyboard plus less accurate hitboxes it seems. Makes it more frustrating than it should be."
Jordan Harmel,2023/04/14,4,"Great game, have it on PC as well. Only current issue is that my -20% speed is not unlocking. I've gotten to is several times on a few characters and even beaten the game with much greater than -20%. Winning a run at a lower difficulty say 0 will take away the ability to select difficulties higher that 1 for the next run."
cris cristurean,2023/05/13,5,"Good game but I'm pretty sure that level 2 difficulty boss requires scaling, tried many many various attempts... still no clue how to get boss down more than 50%... Edit 3: awesome game!... devs listened!! I think you went to easy on difficulty scaling as I was able to win with difficulty 4 and 5 first time back to back. Overal Great survival game and looking to start making out the other classes (ranger 1st)"
Kenrick Baughman,2023/07/22,5,"1st decent game with barely any adds, beat the 1st brotato with 1000 spuds with 16 unlock characters its good game honestly runs very smooth never locked up once!"
Dwayne Clark,2023/05/14,4,"3 or 4 stars now (after update). Still not sure. I completed this on PC, and it wasn't that easy there until I was able to adjust settings. The android version has been extra frustrating due to the difficulty level, esp when it comes to the bosses. I was able to complete level 0 with the sniper and the old dude. That's it. Always got to level 20 with somewhat premo weapons etc, but always died. I'm actually using it with my old Samsung DeX stn circa note 8, w little controller success(w s23 ult)"
Mr Felix,2023/05/18,3,"One handed mode and centered on your brotato would be a nice solution. For better view and control, cuz now if the brotato goes under your finger u can't see the location of your brotato.. this is a good game just those minor things. Like give us some level ups (exp) when we play those brotatoes a longer time, with upgrades in perks. Now it's a bit hard even at 0 difficulity. Please fix this.. So where's the big update?"
Dale Dandridge,2023/05/27,5,"Edit: 5 Stars since update. Chef attack pattern is more manageable and still challenging. The quality of life fixes have been improved, only thing missing for me personally is the end wave countdown noise for an audible prompt but all around a closer port from the Steam original. A great game!"
Bryan Lim,2023/05/29,5,"The game is just as fun as the steam version one. but I wish you can change the sensitivity of the movement and maybe have an option to zoom in closer. it feels a little too zoom out. But it's a pretty good port! thanks, and keep up the good work!"
William Johnston,2023/05/22,5,"Love this. Not only one of the best shooter games, but one of the best Android games period. The format works all well, the gameplay of smooth, and it's infinitely replayable due to the difficulty scaling. 10/10"
Dane Kinnear (Bairn O' Nessie),2023/05/23,5,"Devs please don't nerf this game. Difficulty is not a bad thing. I see too many people here complaining 'mobile is harder than pc'. Whoopty-Doo. Play a game that gives you a challenge. Get good. Sure, it can get frustrating, but the pay-off is worth it. Plenty of content. Lots of unlocks. Heaps of replayability. It's not a mindless zombie game, but encourages growth and betterment. Easy 5/5."
Jason Howard,2023/05/19,5,I love the game but there are a few problems or glitches in it and I would like to see them fix. 1 is some I beat level 1 and now I can't try level 2. And the 2 problem is some achievements you do and the it does count it.
Russell Kent,2023/06/13,5,"Hey i love the game i have it on pc and i noticed, that when your damged on pc the fruits fly towards you when your close enough or if its in your pick up range, in the mobile version the fruit dont do this at all, and the boxes which also heal you always do it even with full health. Is this a bug or intented? im unsure Edit: they included most of the features from the pc version still seem to be missing a few weapons but the fruit now is collected if your missing health as long as its in range"
Dung Nguyen Quang,2023/06/09,3,"Mediocre port of a great PC game. The control feel very awkward compare to PC version. The collision also feels off. It's kinda get better after the patch, i couldn't really recommend the game for anyone if it was in the state it first released. But honestly, patch are coming too slow, we still havent catch up with PC version yet."
Patrick Towles,2023/05/04,1,There's some kind of issue going on where I can't access the higher difficulties even though I've already beaten them. I've beaten danger 2 before but now I can only select danger 1 on all characters. Had to change my review to because the game feels incredibly hard on mobile. And a lot of the classes you can't even really beat danger zero with. Unless you get super good RNG. Which is fine but it gets kind of a bummer after a while.
Thiago Dorneles,2023/11/10,5,One of the best survival games ever.
Lei Kervin Divina,2023/04/01,4,"I had a great experience with the mobile version but I have a few issues with it. Firstly is the fact that you can't win with pacifist due to the wave 16 or 17 I believe where the mobs get SUUUUPER FAST like you cannot get rid of them. And then there's the foods and I can't get them with pickup range. Besides that, It's really good. Edit: I forgot to mention that elites and bosses have instantaneous attacks which gives me no time to react at all :("
Tony Gutierrez,2023/11/07,5,Awesome game super smooth great for killing time
Hayoung Lee,2023/07/15,4,Amazing update but there's a bug with Jack not unlocking. I've cleared bosses and elites in under 15 seconds multiple times on D5
Jarden,2023/05/06,4,"Pretty hard game but I enjoy that. Need to cater to mobile a little better and maybe have the arena sit a little upwards off centre. When you're being chased into the bottom left hand corner you're completely blinded by your own hand. Also, seeing as the movement is a bit iffy, could you change the heal drops to magnetize toward the character- it's a bit sad when you make a risky weave through enemies to heal, succeed, but realize you didn't heal because you didn't walk over the fruit perfectly"
Jrom Gaming,2023/04/06,1,"Fun and challenging, but I think this game's balance and difficulty needs more fixing, otherwise it's almost impossible to get pass difficulty 2 with the enemies becoming suddenly fast, strong, and durable at later waves then killing you instantly like your upgrades are useless. I like the challenge but being set to lose doesn't make it worthwhile."
James Maire,2023/05/11,5,Brotato>Survivor Io. It's an amazing game but there are issues like every game. This desperately needs more updates and content. More weapons and upgrades. There is also a very frustrating bug. There is a challenge where you must reach -20% speed. No matter what speed you get to. It doesnt work. You can't get a certain character. I'm really excited to see further updates and more content.
D3NB0 0,2023/05/09,4,"There is one really annoying bug in this port version of brotato... I played through til danger 4.... Now i completed a run with the brawler on danger 1 and now when i want to start a new run on a higher difficulty, the highest i can select is danger 2, no matter the character... Wich basically means: If you complete a run on a lower danger than that you already unlocked, your danger progress gets screwed!!!! And there is a diffrent bot behavior/buffing etc than on the pc version....."
Phoenix Cast,2023/07/11,4,I did find a glitch in the game...if you make a new game exit but save the game and renter you can skip a wave.
NookLite,2023/05/24,4,"I would like this game more if it had more reason to play like give us a currency system that you get by getting to far waves and you can spend on things like cosmetics, like backgrounds or weapon skins because right now the point of playing is to have fun, which I mean IS fun I'm having a blast but once I get every character I'm going to get bored of this game."
Ryan Pettit,2023/03/31,5,"I initially put 4 stars due to the touch controls being a tad clunky. And while they are a bit, the devs seem dedicated to updating and optimizing the UI as well as controls for mobile. I also have started to get used to the touch controls and am getting the hang of it now. All in all I would say that Brotato is quite possibly the best game to have graced the mobile gaming platform with its presence. If you like rougelikes - Brotato is for you If you like casual games - Brotato is for you"
Joe,2023/04/19,5,"Good balance, lots of characters, and HUGE amount of build diversity keeps each run interesting. Much more than ""faster speed less damage"" or ""more money less health"". Every character feels like a different way to engage with the arenas, you'll be adjusting your gameplay dramatically each time. Death comes swiftly but feels fair. Game is challenging - be very surprised if you win your first few runs, don't be discouraged when you die. Try many different characters."
Milieu,2023/07/08,1,Stop popping up asking for a rating. Every single time I'm in the shop wanting to buy something even after I've X'd out of it.
milos markovic,2023/04/22,4,"Great game, but demon is bugged and takes random damage which usualy kills you, -20% speed character doesnt unlock when you reach -20% speed. When you unlock higher difficulties they dont stay permanently unlocked, you have to reunlock them if you return to a lower difficulty. Also you have to run over fruit to pick them up insted of them being picked up by your pickup range while not at full hp. And it would be great to update the game to the current pc patch."
Jason Oliver,2023/06/04,1,I truly regret purchasing. Difficulty way to high (Bugs don't help). Doesn't play like computer version. Very disappointed. Update... Might just be the worst game ever. Please don't waste your time(or money) on a trash app version .
Laith Harrington,2023/10/30,5,great and amazing games can honestly find a complaint
Magnus ferm,2023/11/02,5,One of the best games available for Android.
Tomas Pliksnevicius,2023/11/10,5,"Love brotato, well made and really fun!"
Aaron Huff,2023/11/03,5,very fun arcade style game
H BN,2023/10/20,3,"V1.3.51 is broken, stuck on ""checking..."" load screen."
Rika “Smiling Exile”,2023/10/21,5,Updating from my previously updated review; game works again and I'm back having fun with it uwu
Hugh Ridgway,2023/11/03,5,"Great game, and a generally good port,"
MathewWM,2023/11/08,5,Incredibly deep. Worth double the price.
Erich Raybon,2023/11/07,5,good game it's really good because it is a good offline game
Edvin,2023/09/19,5,Most buggs are fixed. Updates from PC added. Good game. (Updated review).
yasen Kirov,2023/10/20,5,I want warhammer 40k space marine character and fun mode where you remove all the limits on everything
Keneise Hibo,2023/04/30,4,I've bought the game which cost way more then it's PC version with way less features. It's a good game. I just hope future updates are made. Rates it 4 not 5 cuz I feel like there is a need to for something more Innovative like each difficulty level can change the looks of the maps. Maybe an endless mode with an endless map which has several obstacles.
Koala “Cool-Ala” Bear,2023/09/24,4,Doesn't save progress properly between installs
Andrew Wagner,2023/04/26,5,"Love it, very challenging, but fun to repeat. I am having an issue with enemies speeding up real fast for no reason, usually around lvl 13 and up, which seems like a bug. Hopefully it gets fixed, but fun game either way."
Nikita Sizov,2023/04/29,3,"The game is currently unbalanced. Fast projectiles, high damage. No overall progression like in vampire survivors. Every mistake is punishing for a player. Difficulty levels are insane - devs, check your analytics and see how many players passed the 2nd or first stage. No descriptions for stats, how am I supposed to understand what does harvesting mean? As an idea - add progression for each character and give players ability to increase stats for all characters. And fix difficulty please!"
joshua turnage,2023/04/05,4,Love it. No complaints about bugs or difficulty here. But I do hope it doesn't take long to catch up with the amount of content in the pc version. Right now the run variety is decent but the pc version is league's above in replayability.
Jonathan Richardson,2023/04/03,1,Something isn't right. Have tried tons of runs and combination but can't clear 0 with any character. Have done multiple clears on PC without using any of the accessibility features. I honestly can't pin point it but something is off. Also have had a number of achievements not pop when passing the stats required.
Noah Havens,2023/05/07,1,"Lot of bugs in the code from bringing it to mobile it seems, as the ""max difficulty"" beaten resets every time you beat a difficulty. So I beat Dif2 with Ghost then Dif0 with another character for achievements, then have to rebeat Dif1 and 2 to unlock 3 or get the highest difficulty text back to the same. And i agree with others that this seems harder than normal due to enemy/code changes. Can't even attempt to beat Dif2 with anyone but Ghost bc of the speed and damage of enemies. Please fix this"
Jon Love,2023/04/11,5,"More than meets the eye... at first glance, just another survivor type game, albeit with cutesy graphics. It is much deeper than that with your progression tree forcing you to choose between upgrades for your armour or increase the range of your shots. Each decision affects how your titular spud performs. Melee weapons? Check. Ranged weapons? Also check. Manic gameplay in perfect 1 minute bursts combined with very satisfactory sound effects. Highly recommended. 5 Gold Stars!"
Paulo Correia,2023/04/04,2,"As an avid player of the steam game this mobile port is very frustrating and hard to enjoy. I don't understand why you changed the fundamental mechanics of fruit and box pickup ranges. You have to literally step on the fruit to grab it even when low HP, making it too risky to even get near it sometimes. On the other end of the spectrum, you changed the box so it gets picked up from far, whether you have full HP or not. Don't see myself playing this mobile port much, it's not enjoyable I'm afraid"
Corey Hokanson,2023/04/14,3,"The game is 5 stars! Except some bugs. Namely, every time I open the game it locks me out of everything over danger 1 and I have to unlock the higher difficulties again - despite already clearing a danger 4 run & having that achievement unlocked. Also the speed -20% achievement doesn't work."
Milán Módos,2023/03/28,4,"I really want to give this game a 5*. I have played countless hours on Steam with it, but on mobile its lagging so much.. its like playing in slow motion. Other then that the UI is very good the game looks sharp, and its the full game that you find on PC. If they manage to make the game run smoother I will correct my rating to 5* no time. **Im using a Snapdragon 8 gen2 phone so its not my phone thats the problem here**"
Tommy Walton,2023/03/31,4,Wish I could give it a 5*. Great game overall. Only come across 1 bug. When the enemies come out that buff others it's like they match the player movement. Like instead of buffing the enemy they glitch the enemy and it starts matching the player movement in every direction.
Matthew Andress,2023/04/11,5,"This game is just as fun as pc just without the mods. When I bought the game on pc I thought it would be a fun mobile game, and I was right only issue is the controls sometimes it goes the wrong way but other than that no complaints from me. Keep up the great work."
The Jokebrandt,2023/04/02,1,"Would be a great game if it weren't for those 1 hit deaths. I have no way of dodging enemies sometimes because there are too many chargers and those things that shoot red orbs. I always get 1 shotted by those enemies and it's driving me crazy. It also takes waaaaaay too long to beat a level. I have been playing for like 4 days and have barely managed to beat 1. Given how many characters there are, I immediately lose motivation to continue playing."
Deividas K,2023/04/14,4,"An eye-pleasing and challenging game, with a multitude of characters and items making every run fun! However, higher difficulties are impossible to complete on mobile, as mobs are not balanced compared to the PC version. I would wait for further balance patches before committing."
Steve Wignot,2023/04/15,3,It's OK and will likely be better in future version. Skill is somewhat irrelevant as you're not going to win without extremely lucky rng. The negatives of the character classes are drastically worse than their positives which doesn't so much add a challenge as it makes them not worth playing (see previous comment about rng). Definitely needs better scaling/balancing and a permanent equipment system.
Simon Huesmann,2023/04/10,5,"Great game on PC, ported to Android. The app on this platform is not perfect, yet but will probably get better as it is early days. Scaling and control can be improved. Apart from that, the game is great fun and makes one addicted without any ingame purchases. Just plain old skill based progression!"
Tom,2023/04/10,5,"Love the art, strategy, pacing, variety, just not enough content to be ""premium"" yet. Suggestions: More gamemodes (endless?). Different maps + exploration. Mini-boss waves. More breakable objects. Permanent grindable currency for player cosmetics, map visuals, monster design etc. Functional pets: auto-loot, heals, projectile blocking, tree breaking, enemy taunt, stat boosts. Taking damage needs sound/vibration. Manually placeable barriers/traps/turrets. Triggerable character abilities. Potions."
Jake Kozusko,2023/04/22,2,"Way to hard in my opinion, haven't even won a single run of 20 on the easiest difficulty and Iv done over 12 different runs with different builds. Not much to work for since their are no permanent upgrades. Overall a waste of time. 20 minutes till dawn or vampire hunter's is far better with a similar format. This game was poorly designed by lazy developers that I assume are masochistic and enjoy failure when playing games, I wish i could get my money back."
GuardianGage,2023/05/10,4,I love the game but it is very buggy still. I have lost my progress for some reason and am unable to access the higher difficulty settings. But the game is still a new port. I will follow up on a review after they had time to fix issues.
Tim T,2023/04/27,1,"Game is extremely buggy compared to the PC version including several game-breaking bugs. It has been out almost a month with a few minor patches that didn't address the major bugs, and devs (via their Discord) have stated they're focusing on new content rather than bug fixes. I've played this a lot and enjoyed it, but the bugs are frustrating and at this point unforgivable. My recommendation is to avoid for at least a few months and check back to see if bugs have been addressed."
Morgan Null,2023/04/19,5,"Love this game. Tons of potential builds, fast paced, tons of items and weapons to chose from. Only thing I would add is the ability for permanent Stat increases as a reward for clearing, or maybe a level system for each potato to increase their passive traits? Other than that, 5/5 easily"
Jeremy Wallace,2023/04/10,5,"Having so much fun playing this and the fact that you can play on your phone is perfect. If you're a fan of rogue-likes then this is a no brainer. Tons of characters with unique play styles. Lots of things to unlock. Great build variety. Overall, an amazing game."
Maxson Green,2023/05/04,1,"Amazing game but really needs controller support. A game this frantic really needs better than on-screen joystick. Edit 5/3/23: Reducing my rating to one star because the game has a mid-boss known as the Butcher that is improperly balanced on mobile making him an instant run-killer. This is unacceptable in a paid game. I love the title overall, but I'm leaving this at one star until this is patched."
Patrick W,2023/04/01,5,Played 50 hours on original pc version then saw they released mobile. Addicted. This port is SO good. Devs knocked it out of the park with the optimization. Runs super well with no hiccups. Only issue is dodging projectiles with mobile controls is harder than pc and so a lot more runs are difficult to finish.
Marc Russell,2023/03/30,5,"After initial hiccups the cloud saving looks to be working after an uninstall and reinstall to the new version. Game is great, levels are not to long and not to short and has a good art style. Kudos to the devs for fixing the issues."
Anthony Vieira,2023/03/31,4,"Fun game but with one issue. Something felt off about the movement and then I realised, the virtual joystick has zero dead zone in the middle so it makes changing direction jarring. Please add a dead zone and allow us to adjust it."
Isaac Shin,2023/05/06,5,"In an alternate fantasy universe where Mr. Potato head and his bros must fight the aliens to defend what is theirs...xD All jokes aside, this game gives you different challenges with each difficulty level. Once you've got a grasp on the weapons & functionality, it becomes a sort of puzzle game to figure out how to min/max a build (using attribute points) to bring out the full potential of the weapons. Customize your own experience between offense & defense and have fun ^^(is that an alien dog??)"
Muhd Mahfuz,2023/04/21,3,I think you need to make screen wideness customable bcs this ain't like pc one... Pc you have big screen make you able to predict the distance but for phone i think the camera way to high make it bit harder to predict if the enemy distance... I think that the only flaw i find ... Other thing all good only camera high make it customable...
Daniel Liptrot,2023/04/06,4,"Great game. The mobile port runs really smoothly on my prehistoric V30. There's a few bugs right now which are a bit too impactful to ignore and the controller support isn't complete, but it looks like the devs are on to it."
Christopher Coonan (Reali-tGlitch),2023/03/28,5,"Huge fan on PC. Very tight, satisfying, sound design. Ridiculous builds. Lots of fun. Absolutely one of the best of the action survival genres (which Vampire Survivors helped revitalize, but is one of the oldest in gaming."
louis joseph-lowery,2023/05/02,5,"Great time killer steam game that has more depth than you'd expect. So far the movie pretty is smooth and plays well. I wish there was some way to choose the zoom level, it's a little too far zoomed out to me."
Hughman Case,2023/03/30,4,Great game but cloud storage doesn't work. I am online. I checked play games app and it shows the game in my profile but still when I load the game on settings cloud storage is showing a red X. EDIT to dev: I've done what you suggested prior to posting the review. I'm not dumb of course I know it needs to be online. I already said I am online in the original review. You have a problem with your servers or the game.. fix it.
Fasyle,2023/05/13,4,"Early access game have a tendency to be buggy, not unexpected. Would like to see more stage variety and an Endless game mode. Also was affected by the bug that resets your max difficulty level down to 1."
James T,2023/04/16,3,"Played a number of reverse bullethell games, but there just isn't much here. It's like a 00's Newgrounds version of Binding of Isaac with no direction, no goal, just variables that let you kite in a circle for a little longer. I can do ""make your own fun"", just not in Brotato. 🤷"
Caiden King,2023/08/30,5,Great game good game play loop can get repetitive after hours of play but it's more meant for short bursts of play time
Mikhail Bogdanov,2023/05/06,1,"Core idea is nice, but execution is not so good. Bugs (including the worst one - losing your saves) and missing some basic features (e.g. knowledge base). After looking at other reviews I got a feeling that this poor port is a simple cash grab / scam and deva are not going to fix it. So, avoid this trash"
Michael Trent,2023/06/21,1,"Love the Game. Sadly , two updates ago it broke and no longer launches on my Pixel 7 Pro."
Jason Stewart,2023/03/31,4,Fun game so far. Finally fixed cloud save issues so now it won't get reset everytime. Nice variety in weapons and upgrades. Would like to see a little more variety to keep things interesting.
Jerry Wang,2023/08/02,3,"Please fix range weapons like crossbow, it's always focusing on the same enemies."
Nate W,2023/07/12,4,this is a great game to play in your down time. bonus points if you connect a controller.
Atul Jose,2023/05/18,3,"Decent port from Godot to Unity. However, several things need fine tweaking to match the feel of the pc release, it feels too difficult and unbalanced. This version of the game is not fun"
Emil Harvig -,2023/08/25,5,Best game both on PC and mobile!
Kim Crawford,2023/10/20,1,"With the latest update, Brotato Premium won't load past the checking screen."
Shrimply Pibbles,2023/08/28,5,"it's not as good as PC but it's still top tier for mobile, period. 10/10"
Evil Souls,2023/08/04,1,"Worst game of it's kind wish I could refund the junk. Smallest maps I have ever seen, trash."
Brandon Boothroyd,2023/04/19,4,"I've put about 40 hours in, only thing holding back 5 Stars is full controller support. I can control the brotato but choosing any upgrade Is done touch screen. Edit: New patch made me loose my clear progression. I beat 0 and 1 and had 2 available but this new patch took 2 away."
Christopher Reyes,2023/07/22,4,Its cool sometimes game doesn't make sense like i was playing demon bought stuff in store health wouldn't update so i died when i started but i choose a new character and then it put me back to the next level for demon
Rey-game,2023/06/13,4,"I rated 4 because the BGM not looping, its mildly annoying for me personally. The rest of the gameplay is good and reasonably balanced (not perfect, but hey, nothing is perfect)."
Heidi Champion,2023/05/14,3,Just like the PC version - good game. But are you going to add the same customizable options in the mobile version? Lowering or raising difficulties of specific things?I figured with the cost it would at least include this. Will it be implemented?
Matt Weaver,2023/04/07,5,"I adore this game. I play a lot of this reverse bullet hell games (or whatever you want to call it) and this one is my favorite. The diversity of strategies is immense, the fun twists they do with all of the classes are great. I can't recommend this game enough if you like this genre."
John Fizzelo,2023/08/18,5,Get this one. Don't even bother with the free version. It's P2W trash.
babis hatred,2023/05/17,2,"Why we lose the progress? Completed the 4th difficulty and now I'm back to 0. Uninstalled and got fixed after second instalation. Today the same again. Did the same steps, uninstall/install, difficulty back to zero. Sorry, did all the updates, even the last fix for the premium version did not help."
Bryan Schaefer,2023/10/07,5,"Very Fun, especially if you enjoy other rougelikes"
I am Mrodgers,2023/08/16,5,"Please give us more mods for premium version. At least GMO, but really just give us the mods and let's us choose from them to apply? You would get more people staying on the game for longer with more to do. I for one would love to run some Loud GMO runs into endless :)"
Dakota George,2023/04/01,2,Would give a 5 star if certain achievements such as having -5 regen and -20 speed worked. Have had -42 speed and didn't unlock the achievement and had -9 regen without unlocking achievement. If they worked toward this instead of answering every review about cloud saves its an easy 5 star
Matteo van Zwieten,2023/05/14,5,"Game is fun, but data loss occurs very frequently. This mainly happens when you close the app shortly after completing a game, or unlocking achievements. This happens consistently and it is very annoying because it is so difficult to progress."
Sekiro's Shadow,2023/04/02,5,"Awesome Rougelike , saw a German YouTuber play it on steam and instantly had to buy it. I have one Problem tho, I'm not sure if it's intentional , but sometimes the higher danger Lvs are locked , even on characters I already completed them with. Still a 5* game and well worth it's price"
Essbjorn,2023/05/09,4,Went down from 5 to 4 stars because after a patch I lost the ability to do harder difficulties. I've done danger 3 or 4 but can only chose danger 0 or 1. My mage character has the red background for example but can't chose danger 3/4 still.
Evan Kirk,2023/11/08,5,10/10 best mobile game
Nursyafiq Razali,2023/04/28,3,"For now 3 stars due to several bugs (i got one shot with 100 hp + 20 armor) at danger 0 on this patch. But able to grind to danger 3 with previous patch (along with different bugs before, somehow i manage). Very frustrating when u go 30 mins completing your build and got one shot bug"
Taylor Hintze,2023/11/02,5,best game on mobile period
Stu Kendrick,2023/10/05,5,"Fun game, just like the PC version!"
Two Wheels,2023/09/03,5,Simple but very fun game
PumpkinSlayer,2023/08/27,5,Bro I die so much danger 5 is ridiculous.... AND I CANT STOP PLAYING 10/10
Alex Fielding,2023/08/22,1,"Fix freaking opened tooltips already please, how long may it take?"
Mitchell Aiken,2023/10/03,5,It's phenomenal and it matches the steam version!
Cyfr Degenero,2023/10/05,5,fun and runs smooth
Samantha Seeger,2023/09/01,5,It's so good 🤗but when will the gutlet be comeing
I Putu Sedana Wijaya,2023/09/09,5,Worth to buy if you play game for fun
Old School rpg,2023/04/04,4,"Really fun bullet heaven type game. Kind of difficult, but fun. I still haven't completed a single run and there's not much explanation of what all the stats and pick up actually are."
Ol' Scruffy,2023/08/10,5,"Endless mode, no ads, so many builds. Worth it."
Peter Reid,2023/07/12,5,Love the simplicity yet complex choice's for every one! great game!
Lamon Smith,2023/08/09,3,if it had a survival mode were you go intell you die instead of a limit of waves i will rate it better
Tean Wan,2023/08/01,2,Level 11 on higher difficulty pretty much guarantee spawns a butcher and ends 90% of runs.
Nguyễn Văn Trường,2023/07/28,4,"Please update new version. I found so many bugs with demon, which is my favorite botato."
Dylan Vatomatic,2023/07/02,5,Perfect if you liked the PC version and it has controller support
Mohamad faez Mohamad talaad,2023/06/22,5,Easy to play but hard to master..admire those who managed to pass danger 5..
Cameron Creach,2023/08/12,3,Great game but menus on weapons get stuck on and it makes it unplayable
A Pennington,2023/07/07,5,"100% worth the price, endlessly entertaining and satisfying."
Nate Pratt,2023/07/08,4,"many bugs, behind on updates. Still excellent."
KILLSMASH,2023/07/23,5,Great game. Feels more difficult than on pc though.
armelec,2023/06/23,1,"Love the game, bought premium. Rated 1 star because spams me every game to rate it on here."
Omar,2023/07/06,5,best mobile game I've played. I usually don't rate but this game is fun an addicting. would recommend it
Dusty Brannon,2023/07/20,5,Super fun game! I can get my brotato fix at home on the pc and on the go on mobile now!
James Steven,2023/07/01,5,Addictive and Awsome gameplay!! Keep u. The great work
david Atwell,2023/05/02,2,"Ive had some bad luck runs where ive stuffed up, but it doesnt matter what i have, its impossible to get past level 20, ive maxed out most of the weapons in a run, had range builds that obliterate level 19 even, dodge, life steal, high hp, armour. It doesnt matter. Still havent made it past the 1st boss. Closest ive gotten it is to about half health with 2 red rocket launchers, a red shotgun, a red smg, a purple smg and a purple minigun. Range damage thru the roof... still no"
Damian Butler,2023/04/02,5,Great game. Only issues iv found so far is: Unlocking the sick. I got -5 hp regent and it's still not unlocking. There's a bug where even though iv beaten danger level 1. Iv even used the bull. Danger level 2 is still locked for some reason.
Catanic,2023/08/19,1,Item and stat popups constantly show up after each wave and sometimes completely block important part of screen making the game unplayable... feels like a very poor port of the game
Grey,2023/08/09,4,"fun games. needs to stop popping the ""rate us screen"""
rawrdino241,2023/03/30,5,"Very goog game, however I noticed some changes from the PC version first I keep on reaching the goals of the unlocks but it doesn't give me the character, second it's harder to get weapons."
Craig Engbrecht,2023/07/08,5,"Fantastic Game,I now have it on PC and android."
angel manibusan,2023/03/28,5,"This game is fun. The top down shooter is very fun. I found myself playing for hours. Would recommend to anyone, if you like upgrading your characters and seeing them wear the items."
Justin Harding,2023/05/05,5,"I also have this game on PC and they have a really good loop going with this survival-type game. it mixes in a little super auto pets, round based gameplay that helps with your builds and respects your time; especially on mobile."
Josh,2023/06/24,4,"Really fun game, but needs a portrait mode"
ENTERNAL CARNAGE,2023/09/21,5,I've been wanting this game forever now it's finally on mobile
cathy prentice,2023/07/21,4,it's a very fun game. It just gets hard after a bit
Sam Kraus,2023/06/27,4,"Meta progression that increments power is what makes a game roguelite. This is a roguelike, not a roguelite."
Darin Balser,2023/03/28,5,"Love the game! Bought it on steam and now mobile. Great game on the go or when you got time to burn. Only issue is the cloud saving, there's just a red X and I've tried everything to get it to connect :("
Imants Borodkins,2023/04/11,4,"i do know this is a great game, but it just does not feel right. not sucking in consumables on low health and knockback throwing around enemies randomly (often dirrectly in your path) insted of just pushing them away are my main issues"
steven eliason,2023/05/08,3,"Great fun, has a bug where swung melee weapons will knock enemies into you, causing instant damage. Makes some of the characters almost unplayable."
Franz Fries,2023/08/30,5,"pc ver is better imo, but this is fine"
Ben Hatch,2023/05/20,5,Will adjust my star rating higher when elites aren't over tuned on mobile vs. PC. I can't play past wave 11 on mobile unless I get a horde instead of an elite past danger 2. Haven't had that issue on PC. Update seems better up to 5 now.
Joshua James,2023/05/18,4,Definitely addicting but could use a little bit of fixing! Like having some waves be easier early but harder on the later end! Other than that it's fun
Trevor Gregg,2023/05/30,5,"Great game overall. I have had no issues with the game.It has been really fun to play.There are so many ways to play and new strategies to use everytime you play, so I find myself never getting bored of it."
Tony Schellenberg,2023/06/01,2,"This game is really good. Lots of fun. So, why 2 stars? It's a paid product and it keeps nagging you to rate it without an obvious way to disable the prompts."
Brian Lucke,2023/06/19,4,"A decent but lesser version of the computer version. Still many updates behind & hard to tell when being hit, but fun none the less."
Alexandre lavallée,2023/06/05,2,Very poor game design for a premium game. Feels too repetitive and progress feels just dumb. Even for free there are better options in this genre of game
Steph “Biaxialsnake” Des,2023/05/29,4,Is there any difference between this version and the free one ? At first glance it seems not. Incredible game!!!! Minor adjustments needed like all the other post are saying.
Psych0gamer,2023/05/20,5,"My only complaint is that it tends to get difficult to see/ move around using the current touch controls, maybe implement a different type of control for this?"
Pampoen Koekie,2023/06/16,5,"Quality, fun and truly addictive game! No horrid micro transactions ruining a great game. Learn from this team. Money well spent. Keep up the good work!"
Joe,2023/06/21,5,"Edit: Game is playing awesome! Really loving how it is playing now! Original review: I played the pc version after this one, and it's amazing! I really hope this gets brought up to that same standard"
